536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536
536,536,62,62,62,62,62,62,62,62,62,536,536,536,62,62,62,915,915,536
536,536,62,62,62,62,62,62,62,62,62,536,536,536,62,62,62,915,915,536
536,62,62,62,62,62,62,62,62,62,62,536,536,536,62,62,62,915,915,536
536,62,62,62,62,62,62,62,62,62,62,536,536,536,62,62,62,915,915,536
536,62,62,62,62,62,62,62,62,62,62,62,536,536,62,62,62,915,915,536
536,62,62,62,62,62,62,62,62,2,3,4,536,536,62,62,62,915,915,536
536,62,62,62,62,915,62,62,62,59,60,61,536,62,62,62,62,915,915,536
536,62,62,62,62,915,62,62,62,116,117,118,536,62,62,62,62,915,915,536
536,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,915,915,536
536,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,915,915,536
536,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,915,62,536
536,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,915,-1,536
536,62,62,62,62,62,62,62,62,62,62,62,62,536,536,536,536,915,-1,536
536,536,536,536,62,62,62,536,536,536,536,536,536,536,536,536,536,536,536,536
