915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915,915
915,915,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,915,915,-1,-1,-1,-1,-1,915
915,915,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,915,915,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,915,915,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,915,915,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,915,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,915,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,-1,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,-1,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915
915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,915,915,915,915,-1,915
915,915,915,915,-1,-1,-1,915,915,915,915,915,915,915,915,915,915,915,915,915
