17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,4,12,13,8
8,17,17,17,17,17,17,17,4,17,17,17,17,17,17,17,4,10,11,8
8,17,17,17,17,4,17,17,17,17,17,17,17,17,17,17,17,17,5,8
8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8
8,17,17,17,17,17,17,17,17,17,17,17,17,4,17,17,17,17,17,8
8,17,17,17,17,4,17,17,17,38,17,17,17,17,17,17,17,17,17,8
8,17,17,17,17,17,17,17,17,37,17,17,17,17,17,17,17,17,17,8
8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8
8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8
8,17,17,4,17,17,17,17,17,17,17,17,17,17,17,17,4,17,17,8
8,17,17,17,17,17,17,17,4,17,17,17,4,17,17,17,17,17,17,8
8,17,17,17,4,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8
8,4,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,4,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
